english,wylie,acip,tibetan_generated,pronunciation_generated,depth,occurrences,courses,refs,tier
Joyful Effort,brtson 'grus,BRTZON 'GRUS,བརྩོན་འགྲུས,tsunndru,5,1,C03,C03:282,"TENTATIVE (machine-matched, unreviewed)"
Judging,lta na,LTA NA,ལྟ་ན,ta na,5,1,C04,C04:110,"TENTATIVE (machine-matched, unreviewed)"
"Judging from this description, our own monastery's textbooks appear to be correct on this point. This is because compassion which is like the mother's love for his son is had by Listeners and Self-Made Buddhas as well, and that in itself satisfies entirely the definition of great compassion.","de la lta na, rang re'i yig cha las gsungs pa de 'thad par snang ste, ma yis bu la brtse ba lta bu'i snying rje nyan rang la'ang yod pa'i phyir dang , de tsam gyis snying rje chen po'i mtshan nyid rdzogs pa'i phyir",,དེ་ལ་ལྟ་ན། རང་རེའི་ཡིག་ཆ་ལས་གསུངས་པ་དེ་འཐད་པར་སྣང་སྟེ། མ་ཡིས་བུ་ལ་བརྩེ་བ་ལྟ་བུའི་སྙིང་རྗེ་ཉན་རང་ལའང་ཡོད་པའི་ཕྱིར་དང། དེ་ཙམ་གྱིས་སྙིང་རྗེ་ཆེན་པོའི་མཚན་ཉིད་རྫོགས་པའི་ཕྱིར,"de la tana rangrey yikcha le sungpa de tepar nangte mayi bu la tsewa tabuy nyingje nyenrang layupay chir dang , de tsam gyi nyingje chenpoy tsennyi dzokpay chir",1,1,C04,C04:110,"TENTATIVE (machine-matched, unreviewed)"
juncture,skabs,SKABS,སྐབས,kap,5,1,C04,C04:55,"TENTATIVE (machine-matched, unreviewed)"
Jungne,'byung gnas,'BYUNG GNAS,འབྱུང་གནས,jungne,5,1,C03,C03:454,"TENTATIVE (machine-matched, unreviewed)"
just a brief,mdo tsam,MDO TZAM,མདོ་ཙམ,do tsam,5,1,C03,C03:298,"TENTATIVE (machine-matched, unreviewed)"
just a little,cung zad,CUNG ZAD,ཅུང་ཟད,chungse,5,1,C03,C03:191,"TENTATIVE (machine-matched, unreviewed)"
just after,ma thag nas,MA THAG NAS,མ་ཐག་ནས,matak ne,5,1,C04,C04:183,"TENTATIVE (machine-matched, unreviewed)"
just anything somebody could think up,gang dran dran,GANG DRAN DRAN,གང་དྲན་དྲན,gangdren dren,5,1,C01,C01:319,"TENTATIVE (machine-matched, unreviewed)"
just as,ltar,LTAR,ལྟར,tar,6,1,C01,C01:343,"TENTATIVE (machine-matched, unreviewed)"
"just as holy books like The Bodhisattva's Life, and Entering the Middle Way, and The Rare Stack describe it.129","spyod 'jug dang , 'jug pa, dkon brtsegs sogs las gsungs pa ltar",,སྤྱོད་འཇུག་དང། འཇུག་པ། དཀོན་བརྩེགས་སོགས་ལས་གསུངས་པ་ལྟར,"chunjuk dang ,njuk pakon tseksok le sungpa tar",2,1,C01,C01:265,"TENTATIVE (machine-matched, unreviewed)"
just as we are required,tshul bzhin,TSUL BZHIN,ཚུལ་བཞིན,tsulshin,5,1,C03,C03:529,"TENTATIVE (machine-matched, unreviewed)"
Just because we said that,zer na,ZER NA,ཟེར་ན,ser na,3,1,C05,C05:295,"TENTATIVE (machine-matched, unreviewed)"
"Just because we said that about the other case doesn't mean that it's true in every case. If the craving spirit hadn't seen any water in that area in the first place, it wouldn't have made any sense for him to go over in that direction to try to enjoy some of the water. Therefore what happened was that, at first, he saw some water. Later on, he was forced by his karma to stop seeing water and saw only bare, parched earth. Then he had an impression where he thought the water had dried up. The case with the fruit tree is the same. Although at first the craving spirit sees a tree loaded with fruit, later on his karma forces him to stop seeing fruit, and all he sees is bare branches. Then he has an impression where he thinks that the tree has no fruit any more.","zer na ma khyab ste, dang por yi dvags kyis chu ma mthong na phyogs der longs spyod pa'i phyir, 'gro ba yang mi 'thad pas dang por chu mthong yang , phyis las kyi dbang gis chu ma mthong bar 'og gzhi gram sreg tsam zhig mthong zhing , de'i rjes su rtog pas chu bskams par zhen pa dang , de bzhin du dang por ljon shing gi 'bras bu mthong yang phyis las kyi dbang gis 'bras bu ma mthong bar yal ga tsam zhig mthong zhing , de'i rjes su rtog pas 'bras bu med par zhen pa'i phyir",,,"ser na makyab te dang por yi dvak kyi chu matong na chokder longchupay chirndrowa yang mitepe dang porchu tong yang ,chi le kyi wang gi chu matongwar okshi dramsek tsam shiktong shing,dey je-su tokpe chukampar shenpa dang , de shin du dang pornjun shing gi drebu tong yang chi le kyi wang gi drebu matongwar yelga tsam shiktong shing,dey je-su tokpe drebu mepar shenpay chir",1,1,C05,C05:295,"TENTATIVE (machine-matched, unreviewed)"
just been born,skyes ma thag pa'i,SKYES MA THAG PA'I,སྐྱེས་མ་ཐག་པའི,kye matakpay,5,1,C04,C04:154,"TENTATIVE (machine-matched, unreviewed)"
just born,skyes ma thag,SKYES MA THAG,སྐྱེས་མ་ཐག,kye matak,5,1,C04,C04:120,"TENTATIVE (machine-matched, unreviewed)"
just expressing,byas pa tsam,BYAS PA TZAM,བྱས་པ་ཙམ,jepa tsam,5,1,C01,C01:321,"TENTATIVE (machine-matched, unreviewed)"
just for themselves,rang gi don du,RANG GI DON DU,རང་གི་དོན་དུ,rang gi dun du,5,1,C01,C01:254,"TENTATIVE (machine-matched, unreviewed)"
"Just how do we describe these four types of deeds? Non-virtue represents a type of deed which is black and ripens into something black. It is black in that its very nature consists of something afflicted. It also ripens into something black, for it ripens forth into an undesirable result.","[iv.237-40] ,'o na las de dag gi ngo bo ji lta bu zhe na, mi dge ba ni gnag la rnam par smin pa gnag pa'i las yin te, rang gi ngo bo nyon mongs can yin pas gnag la, rnam smin yid du mi 'ong ba 'byin pas rnam smin yang gnag pa'i phyir",,,"[i,'o na le de dak gi ngowo jita bushe na migewa ni nak la nampar minpa nakpay le yinte rang gi ngowo nyunmong chenyinpe nakla nammin yi du miongwa jinpe nammin yang nakpay chir",1,1,C05,C05:317,"TENTATIVE (machine-matched, unreviewed)"
just labelled,btags pa tsam,BTAGS PA TZAM,བཏགས་པ་ཙམ,takpa tsam,5,1,C01,C01:381,"TENTATIVE (machine-matched, unreviewed)"
just like,lta bu,LTA BU,ལྟ་བུ,tabu,5,1,C03,C03:397,"TENTATIVE (machine-matched, unreviewed)"
just listed,snga ma,SNGA MA,སྔ་མ,ngama,5,1,C05,C05:196,"TENTATIVE (machine-matched, unreviewed)"
just making,btab pa tsam,BTAB PA TZAM,བཏབ་པ་ཙམ,tappa tsam,5,1,C01,C01:321,"TENTATIVE (machine-matched, unreviewed)"
just names,ming rkyang,MING RKYANG,མིང་རྐྱང,mingkyang,5,1,C01,C01:406,"TENTATIVE (machine-matched, unreviewed)"
just right,legs par,LEGS PAR,ལེགས་པར,lekpar,5,1,C03,C03:577,"TENTATIVE (machine-matched, unreviewed)"
Just seeing that interdependence never fails,"rten 'brel mi bslur mthong ba tsam nyid nas, ,",,རྟེན་འབྲེལ་མི་བསླུར་མཐོང་བ་ཙམ་ཉིད་ནས། །,"tendrel milur tongwa tsam nyine ,",2,1,C01,C01:35,"TENTATIVE (machine-matched, unreviewed)"
Just seeing this fact,tsam nyid nas,TZAM NYID NAS,ཙམ་ཉིད་ནས,tsamnyi ne,5,1,C01,C01:408,"TENTATIVE (machine-matched, unreviewed)"
"just so, a person who wants to travel to that farthest shore where he possesses each and every good quality of the victorious Buddhas must have method and wisdom--the wish for enlightenment and correct view--and he must have them both together.","rgyal ba'i yon tan yongs su rdzogs pa'i pha rol tu bgrod pa la byang chub kyi sems dang yang dag pa'i lta ba'i thabs shes gnyis ya ma bral ba dgos pa las,",,རྒྱལ་བའི་ཡོན་ཏན་ཡོངས་སུ་རྫོགས་པའི་ཕ་རོལ་ཏུ་བགྲོད་པ་ལ་བྱང་ཆུབ་ཀྱི་སེམས་དང་ཡང་དག་པའི་ལྟ་བའི་ཐབས་ཤེས་གཉིས་ཡ་མ་བྲལ་བ་དགོས་པ་ལས།,gyelway yunten yong-su dzokpay parul tudrupa la jangchub kyi sem dang yang dakpay taway tapshe nyiya madrelwa gupa le,2,1,C01,C01:341,"TENTATIVE (machine-matched, unreviewed)"
"Just so, never view what you can see itself as being real.",'di ltar gzugs nyid yang dag par rjes su mi mthong ngo,,འདི་ལྟར་གཟུགས་ཉིད་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་ངོ,ditar suknyi yang dakpar je-su mitong ngo,2,1,C02,C02:24,"TENTATIVE (machine-matched, unreviewed)"
"Just so, whatever dharma we choose to practice should have its ultimate origin in something infallible: in the very Lord of the Word, in the Teacher, in the Buddha.",rang gis nyams su len bya'i chos kyi thugs de yang ma nor ba bstan pa'i bdag po ston pa sangs rgyas la thug pa zhig dgos,,རང་གིས་ཉམས་སུ་ལེན་བྱའི་ཆོས་ཀྱི་ཐུགས་དེ་ཡང་མ་ནོར་བ་བསྟན་པའི་བདག་པོ་སྟོན་པ་སངས་རྒྱས་ལ་ཐུག་པ་ཞིག་དགོས,rang gi nyam-su lenjay chu kyi tuk de yang manorwa tenpay dakpo tonpa sangye la tukpa shiku,2,1,C01,C01:122,"TENTATIVE (machine-matched, unreviewed)"
"Just so, your awareness over this entire life is a mental continuation of the awareness you had in your former life.","rang gi tshe 'di'i rig pa 'di tshe snga ma'i rig pa'i rig rgyun dang ,",,རང་གི་ཚེ་འདིའི་རིག་པ་འདི་ཚེ་སྔ་མའི་རིག་པའི་རིག་རྒྱུན་དང།,"rang gi tsendiy rikpa ditse ngamay rikpay rikgyun dang ,",2,1,C01,C01:286,"TENTATIVE (machine-matched, unreviewed)"
just some vague awareness,shes pa tsam,SHES PA TZAM,ཤེས་པ་ཙམ,shepa tsam,5,1,C01,C01:203,"TENTATIVE (machine-matched, unreviewed)"
just something that appears,snang ba tsam,SNANG BA TZAM,སྣང་བ་ཙམ,nangwa tsam,5,1,C01,C01:390,"TENTATIVE (machine-matched, unreviewed)"
just taken birth,skye ma thag pa'i,SKYE MA THAG PA'I,སྐྱེ་མ་ཐག་པའི,kye matakpay,5,1,C04,C04:146,"TENTATIVE (machine-matched, unreviewed)"
"just that one is developed by meditating on your own situation,","de yang rang steng du bsgom pa nges 'byung dang ,",,དེ་ཡང་རང་སྟེང་དུ་བསྒོམ་པ་ངེས་འབྱུང་དང།,"de yang rangteng du gompa ngenjung dang ,",2,1,C01,C01:255,"TENTATIVE (machine-matched, unreviewed)"
Just the lives I have taken as a dog are themselves beyond any number to count.,"khyi gcig bu'i skye ba blangs pa'ang grangs kyis mi chod,",,ཁྱི་གཅིག་བུའི་སྐྱེ་བ་བླངས་པའང་གྲངས་ཀྱིས་མི་ཆོད།,kyichikbuy kyewa langpa drang kyi michu,2,1,C01,C01:287,"TENTATIVE (machine-matched, unreviewed)"
Just this once,lan cig,LAN CIG,ལན་ཅིག,lenchik,5,1,C03,C03:378,"TENTATIVE (machine-matched, unreviewed)"
just what,ji 'dra,JI 'DRA,ཇི་འདྲ,jindra,5,1,C03,C03:393,"TENTATIVE (machine-matched, unreviewed)"
Just what,bzhin,BZHIN,བཞིན,shin,6,1,C03,C03:596,"TENTATIVE (machine-matched, unreviewed)"
"Just what does it mean to ""make mighty efforts?""",brtson 'grus kyi stobs bskyed lugs kyang,,བརྩོན་འགྲུས་ཀྱི་སྟོབས་བསྐྱེད་ལུགས་ཀྱང,tsunndru kyi topkye luk kyang,2,1,C01,C01:434,"TENTATIVE (machine-matched, unreviewed)"
"Just what does it mean to ""make mighty efforts?"" People like you an I can start a practice in the morning, like going into retreat to gain a special relationship with some holy being, and by the time evening comes around we begin looking for some mystical sign that the practice is having its effect--we expect by then to meet some deity face to face, or hear some voice that tells us we are going to get enlightened on such and such a date, or have some special dream or vision.",brtson 'grus kyi stobs bskyed lugs kyang rang re rnams kyis de ring mtshams bsnyen sgrub lta bu'i 'go btsugs na do nub tsam nas lha'i zhal gzigs lung bstan rmi ltas tshun chad kyi sgrub rtags thon rgyu'i re ba byed pa,,བརྩོན་འགྲུས་ཀྱི་སྟོབས་བསྐྱེད་ལུགས་ཀྱང་རང་རེ་རྣམས་ཀྱིས་དེ་རིང་མཚམས་བསྙེན་སྒྲུབ་ལྟ་བུའི་འགོ་བཙུགས་ན་དོ་ནུབ་ཙམ་ནས་ལྷའི་ཞལ་གཟིགས་ལུང་བསྟན་རྨི་ལྟས་ཚུན་ཆད་ཀྱི་སྒྲུབ་རྟགས་ཐོན་རྒྱུའི་རེ་བ་བྱེད་པ,tsunndru kyi topkye luk kyang rangre nam kyi de ringtsam nyendrub tabuy gotsuk na donub tsam ne hlay shelsik lungten mite tsunche kyi druptak tungyuy rewa jepa,1,1,C01,C01:434,"TENTATIVE (machine-matched, unreviewed)"
just what we want to see does not exist,dgag bya,DGAG BYA,དགག་བྱ,gakja,5,1,C01,C01:375,"TENTATIVE (machine-matched, unreviewed)"
juxtaposes,sbrel nas,SBREL NAS,སྦྲེལ་ནས,drel ne,5,1,C01,C01:488,"TENTATIVE (machine-matched, unreviewed)"
kalgyar,bskal brgyar,,བསྐལ་བརྒྱར,kelgyar,7,1,C03,C03:62,"TENTATIVE (machine-matched, unreviewed)"
Kamalashila,ka ma la shi las,KA MA LA SHI LAS,ཀ་མ་ལ་ཤི་ལས,ka mala shi le,5,1,C04,C04:167,"TENTATIVE (machine-matched, unreviewed)"
Kanaka,ka ni ka,KA NI KA,ཀ་ནི་ཀ,ka ni ka,5,1,C05,C05:183,"TENTATIVE (machine-matched, unreviewed)"
karma and consequences,las 'bras,LAS 'BRAS,ལས་འབྲས,ledre,5,1,C03,C03:422,"TENTATIVE (machine-matched, unreviewed)"
Karma Expands c),las 'phel che ba,,ལས་འཕེལ་ཆེ་བ,lepel chewa,1,1,C03,C03:243,"TENTATIVE (machine-matched, unreviewed)"
Karma is Fixed,las nges pa,LAS NGES PA,ལས་ངེས་པ,lengepa,5,1,C03,C03:242,"TENTATIVE (machine-matched, unreviewed)"
"Karma is Fixed (Good Karma must Cause Pleasure, Bad Karma must Cause Pain) b)",las nges pa'i tshul,,ལས་ངེས་པའི་ཚུལ,lengepay tsul,1,1,C03,C03:242,"TENTATIVE (machine-matched, unreviewed)"
Karma not Commited Cannot Bring a Consequence d),las ma byas pa dang mi phrad pa,,ལས་མ་བྱས་པ་དང་མི་ཕྲད་པ,le majepa dang mitrepa,1,1,C03,C03:244,"TENTATIVE (machine-matched, unreviewed)"
karma or actions,las,LAS,ལས,le,5,1,C05,C05:221,"TENTATIVE (machine-matched, unreviewed)"
Karma when Commited Must Bring a Consequence 2.,las byas pa chud mi za ba,,ལས་བྱས་པ་ཆུད་མི་ཟ་བ,lejepa chu misawa,1,1,C03,C03:245,"TENTATIVE (machine-matched, unreviewed)"
Karmapa,krma pa,KRMA PA,ཀྲྨ་པ,krmapa,5,1,C03,C03:343,"TENTATIVE (machine-matched, unreviewed)"
karmas,las,LAS,ལས,le,5,1,C05,C05:270,"TENTATIVE (machine-matched, unreviewed)"
karmic result,rnam smin,RNAM SMIN,རྣམ་སྨིན,nammin,5,1,C04,C04:173,"TENTATIVE (machine-matched, unreviewed)"
Kashmir,kha che'i yul,KHA CHE'I YUL,ཁ་ཆེའི་ཡུལ,kachey yul,5,1,C05,C05:81,"TENTATIVE (machine-matched, unreviewed)"
Kashmiri Detailists,kha che bye brag tu smra ba,KHA CHE BYE BRAG TU SMRA BA,ཁ་ཆེ་བྱེ་བྲག་ཏུ་སྨྲ་བ,kache jedrak tusmrawa,5,1,C05,C05:225,"TENTATIVE (machine-matched, unreviewed)"
Kashyapa,'od srungs,'OD SRUNGS,འོད་སྲུངས,usung,5,1,C05,C05:75,"TENTATIVE (machine-matched, unreviewed)"
keep from going beyond,mi 'da' ba,MI 'DA' BA,མི་འདའ་བ,mindawa,5,1,C01,C01:242,"TENTATIVE (machine-matched, unreviewed)"
keep ourselves from,bzlog pa'i,BZLOG PA'I,བཟློག་པའི,dokpay,5,1,C03,C03:311,"TENTATIVE (machine-matched, unreviewed)"
keep up a good image,bsrung,BSRUNG,བསྲུང,sung,5,1,C01,C01:179,"TENTATIVE (machine-matched, unreviewed)"
keep your coming death in mind,dran pa,DRAN PA,དྲན་པ,drenpa,5,1,C01,C01:203,"TENTATIVE (machine-matched, unreviewed)"
"keep your mind as firm and unchanging as a diamond, even if you have to leave behind your most beloved family and friends, those close to you as the heart in your breast, standing with tears in their eyes from the pain.",gnyen bshes brtse gdung che ba snying dang 'dra ba rnams mya ngan dang bcas bzhin mig mchi ma tsa re lus kyang yid rdo rje ltar mi 'gyur bas,,གཉེན་བཤེས་བརྩེ་གདུང་ཆེ་བ་སྙིང་དང་འདྲ་བ་རྣམས་མྱ་ངན་དང་བཅས་བཞིན་མིག་མཆི་མ་ཙ་རེ་ལུས་ཀྱང་ཡིད་རྡོ་རྗེ་ལྟར་མི་འགྱུར་བས,nyenshe tsedung chewa nying dang drawa nam nyangen dang cheshin mikchi matsa relu kyang yido jetar mingyurwe,2,1,C01,C01:178,"TENTATIVE (machine-matched, unreviewed)"
keep your mind from,dben pa'i don,DBEN PA'I DON,དབེན་པའི་དོན,wenpay dun,5,1,C01,C01:431,"TENTATIVE (machine-matched, unreviewed)"
"Keep your mind in the spiritual, firmly, and make your life and your practice one and the same.",chos kyi bsam pa brtan pos tshe dang sgrub pa snyoms par byed pa yin,,ཆོས་ཀྱི་བསམ་པ་བརྟན་པོས་ཚེ་དང་སྒྲུབ་པ་སྙོམས་པར་བྱེད་པ་ཡིན,chu kyi sampa tenpu tse dang druppa nyompar jepa yin,2,1,C01,C01:180,"TENTATIVE (machine-matched, unreviewed)"
keep your morality well,tshul khrims la legs par gnas,TSUL KHRIMS LA LEGS PAR GNAS,ཚུལ་ཁྲིམས་ལ་ལེགས་པར་གནས,tsultrim la lekpar ne,5,1,C03,C03:129,"TENTATIVE (machine-matched, unreviewed)"
Keep your wants few,'dod chung,'DOD CHUNG,འདོད་ཆུང,duchung,5,1,C01,C01:242,"TENTATIVE (machine-matched, unreviewed)"
keep yourself from falling,ma lhung ba,MA LHUNG BA,མ་ལྷུང་བ,mahlungwa,5,1,C01,C01:426,"TENTATIVE (machine-matched, unreviewed)"
Keepers,bka' gdams,BKA' GDAMS,བཀའ་གདམས,kadam,5,1,C03,C03:336,"TENTATIVE (machine-matched, unreviewed)"
keeping his mind on,dran pa,DRAN PA,དྲན་པ,drenpa,5,1,C01,C01:204,"TENTATIVE (machine-matched, unreviewed)"
keeping the laws of actions and their consequences,las 'bras,LAS 'BRAS,ལས་འབྲས,ledre,5,1,C01,C01:230,"TENTATIVE (machine-matched, unreviewed)"
keeping the mind on the object with brief continuity,rgyun du 'jog pa,RGYUN DU 'JOG PA,རྒྱུན་དུ་འཇོག་པ,gyun du jokpa,5,1,C03,C03:157,"TENTATIVE (machine-matched, unreviewed)"
keeping the mind on the object with patches where you lose the object,glan de 'jog pa,GLAN DE 'JOG PA,གླན་དེ་འཇོག་པ,len de jokpa,5,1,C03,C03:157,"TENTATIVE (machine-matched, unreviewed)"
keeping the rules,bsrung,BSRUNG,བསྲུང,sung,5,1,C01,C01:228,"TENTATIVE (machine-matched, unreviewed)"
keeping them,bsrung sa,BSRUNG SA,བསྲུང་ས,sungsa,5,1,C01,C01:228,"TENTATIVE (machine-matched, unreviewed)"
keeping themselves alive,'tsho bar byed,'TSO BAR BYED,འཚོ་བར་བྱེད,tsowar je,5,1,C01,C01:163,"TENTATIVE (machine-matched, unreviewed)"
"Keeping this morality, of avoiding the ten bad deeds, is just one typical example of the many different kinds of good that are contained within the broader and the more subtle instructions on how to go for refuge. We must engage in each and every one of these virtues by being ever careful--by acting with proper recollection and watchfulness in every moment of the day.","des na, mi dge bcu spong gi tshul khrims bsrung bsam tshon te skyabs 'gro'i bslab bya phra rags kyis bsdus pa'i dge ba'i tshogs mtha' dag tshul bzhin du sgrub par byed pa la dus rtag tu dran shes bag yod dang lan pa'i sgo nas 'jug pa zhig dang",,དེས་ན། མི་དགེ་བཅུ་སྤོང་གི་ཚུལ་ཁྲིམས་བསྲུང་བསམ་ཚོན་ཏེ་སྐྱབས་འགྲོའི་བསླབ་བྱ་ཕྲ་རགས་ཀྱིས་བསྡུས་པའི་དགེ་བའི་ཚོགས་མཐའ་དག་ཚུལ་བཞིན་དུ་སྒྲུབ་པར་བྱེད་པ་ལ་དུས་རྟག་ཏུ་དྲན་ཤེས་བག་ཡོད་དང་ལན་པའི་སྒོ་ནས་འཇུག་པ་ཞིག་དང,dena mige chupong gi tsultrim sungsam tsun te kyabdroy labja trarak kyi dupay geway tsokta daktsul shin du druppar jepa la dutak tudren shebak yu dang lenpay go ne jukpa shik dang,1,1,C03,C03:428,"TENTATIVE (machine-matched, unreviewed)"
keeps us from the extreme of thinking things are permanent,rtag mtha',RTAG MTHA',རྟག་མཐའ,takta,5,1,C01,C01:419,"TENTATIVE (machine-matched, unreviewed)"
Key,lde mig,LDE MIG,ལྡེ་མིག,demik,5,1,C01,C01:484,"TENTATIVE (machine-matched, unreviewed)"
Key that Unlocks,'byed,'BYED,འབྱེད,je,7,1,C01,C01:40,"TENTATIVE (machine-matched, unreviewed)"
Key that Unlocks the Door to the Noble Path,lam bzang sgo 'byed,,ལམ་བཟང་སྒོ་འབྱེད,lamsang gonje,4,1,C01,C01:40,"TENTATIVE (machine-matched, unreviewed)"
killed,shi ba,SHI BA,ཤི་བ,shiwa,5,1,C03,C03:543,"TENTATIVE (machine-matched, unreviewed)"
kills,bsad,BSAD,བསད,se,5,1,C05,C05:346,"TENTATIVE (machine-matched, unreviewed)"
Kindness,bka' drin,BKA' DRIN,བཀའ་དྲིན,kadrin,5,1,C03,C03:218,"TENTATIVE (machine-matched, unreviewed)"
kindness granted,byas pa,BYAS PA,བྱས་པ,jepa,5,1,C03,C03:318,"TENTATIVE (machine-matched, unreviewed)"
kindness returned,drin la lan,DRIN LA LAN,དྲིན་ལ་ལན,drin la len,5,1,C03,C03:319,"TENTATIVE (machine-matched, unreviewed)"
kindness unreturned,drin gzo med pa,DRIN GZO MED PA,དྲིན་གཟོ་མེད་པ,drinso mepa,5,1,C03,C03:319,"TENTATIVE (machine-matched, unreviewed)"
kinds of birth,skye sa,SKYE SA,སྐྱེ་ས,kyesa,5,1,C01,C01:214,"TENTATIVE (machine-matched, unreviewed)"
kinds of good,dge ba'i tshogs,DGE BA'I TSOGS,དགེ་བའི་ཚོགས,geway tsok,5,1,C03,C03:428,"TENTATIVE (machine-matched, unreviewed)"
King of the Serpentines,klu'i rgyal po,KLU'I RGYAL PO,ཀླུའི་རྒྱལ་པོ,luy gyelpo,5,1,C03,C03:317,"TENTATIVE (machine-matched, unreviewed)"
kingdom,rgyal srid,RGYAL SRID,རྒྱལ་སྲིད,gyelsi,5,1,C03,C03:458,"TENTATIVE (machine-matched, unreviewed)"
knew absolutely nothing more,gzhan gang yang mi shes,GZHAN GANG YANG MI SHES,གཞན་གང་ཡང་མི་ཤེས,shengang yang mishe,5,1,C01,C01:292,"TENTATIVE (machine-matched, unreviewed)"
knew no match,mtshungs zla med pa,MTSUNGS ZLA MED PA,མཚུངས་ཟླ་མེད་པ,tsungnda mepa,5,1,C01,C01:44,"TENTATIVE (machine-matched, unreviewed)"
knife,grir,GRIR,གྲིར,drir,5,1,C03,C03:425,"TENTATIVE (machine-matched, unreviewed)"
Know,mkhyen,MKHYEN,མཁྱེན,kyen,5,1,C03,C03:421,"TENTATIVE (machine-matched, unreviewed)"
know all things,thams cad mkhyen pa,THAMS CAD MKHYEN PA,ཐམས་ཅད་མཁྱེན་པ,tamche kyenpa,5,1,C01,C01:62,"TENTATIVE (machine-matched, unreviewed)"
know no better,mi shes,MI SHES,མི་ཤེས,mishe,5,1,C03,C03:340,"TENTATIVE (machine-matched, unreviewed)"
know nothing,ma shes pa,MA SHES PA,མ་ཤེས་པ,mashepa,5,1,C01,C01:220,"TENTATIVE (machine-matched, unreviewed)"
knowable thing,shes bya,SHES BYA,ཤེས་བྱ,sheja,5,1,C04,C04:64,"TENTATIVE (machine-matched, unreviewed)"
knowing all,thams cad mkhyen pa,THAMS CAD MKHYEN PA,ཐམས་ཅད་མཁྱེན་པ,tamche kyenpa,5,1,C01,C01:53,"TENTATIVE (machine-matched, unreviewed)"
knowing this,de ltar shes nas,DE LTAR SHES NAS,དེ་ལྟར་ཤེས་ནས,detar she ne,5,1,C01,C01:316,"TENTATIVE (machine-matched, unreviewed)"
knowledge and liberation,rig grol,RIG GROL,རིག་གྲོལ,rikdrul,5,1,C02,C02:34,"TENTATIVE (machine-matched, unreviewed)"
knowledge and love,mkhyen brtse'i,MKHYEN BRTZE'I,མཁྱེན་བརྩེའི,kyentsey,5,1,C03,C03:301,"TENTATIVE (machine-matched, unreviewed)"
"Knowledge is unstained wisdom, and its accessories.",chos mngon shes rab dri med rjes 'brang bcas,,ཆོས་མངོན་ཤེས་རབ་དྲི་མེད་རྗེས་འབྲང་བཅས,chungun sherab drime jedrang che,1,1,C05,C05:45,"TENTATIVE (machine-matched, unreviewed)"
Knowledge of All Things,rnam pa thams cad mkhyen pa,RNAM PA THAMS CAD MKHYEN PA,རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ,nampa tamche kyenpa,5,1,C02,C02:24,"TENTATIVE (machine-matched, unreviewed)"
knowledgeable,mkhas pa,MKHAS PA,མཁས་པ,kepa,5,1,C01,C01:221,"TENTATIVE (machine-matched, unreviewed)"
known as Tashi Chuling,bkra shis chos gling,BKRA SHIS CHOS GLING,བཀྲ་ཤིས་ཆོས་གླིང,trashi chuling,5,1,C01,C01:481,"TENTATIVE (machine-matched, unreviewed)"
"known collectively as the ""Functionalists",dngos smra,DNGOS SMRA,དངོས་སྨྲ,ngusmra,5,1,C01,C01:417,"TENTATIVE (machine-matched, unreviewed)"
Kun-nying,kun snying,KUN SNYING,ཀུན་སྙིང,kunnying,5,1,C01,C01:128,"TENTATIVE (machine-matched, unreviewed)"
kuynjung,kun 'byung,KUN 'BYUNG,ཀུན་འབྱུང,kunnjung,7,1,C03,C03:91,"TENTATIVE (machine-matched, unreviewed)"
Kyi,kyi,,ཀྱི,kyi,7,1,C05,C05:31,"TENTATIVE (machine-matched, unreviewed)"
Kyungpo,khyung po,KHYUNG PO,ཁྱུང་པོ,kyungpo,5,1,C03,C03:591,"TENTATIVE (machine-matched, unreviewed)"
Kyungpo Neljor,khyung po rnal 'byor,KHYUNG PO RNAL 'BYOR,ཁྱུང་པོ་རྣལ་འབྱོར,kyungpo nelnjor,5,1,C01,C01:128,"TENTATIVE (machine-matched, unreviewed)"
labchen,rlabs chen,RLABS CHEN,རླབས་ཆེན,lapchen,7,1,C03,C03:77,"TENTATIVE (machine-matched, unreviewed)"
label them,phar btags pa,PHAR BTAGS PA,ཕར་བཏགས་པ,partakpa,5,1,C01,C01:367,"TENTATIVE (machine-matched, unreviewed)"
labelling,btags pa'i,BTAGS PA'I,བཏགས་པའི,takpay,5,1,C01,C01:491,"TENTATIVE (machine-matched, unreviewed)"
lack of a conscience,khrel med,KHREL MED,ཁྲེལ་མེད,trelme,5,1,C05,C05:130,"TENTATIVE (machine-matched, unreviewed)"
lack of any natural existence,rang bzhin med par,RANG BZHIN MED PAR,རང་བཞིན་མེད་པར,rangshin mepar,5,1,C01,C01:393,"TENTATIVE (machine-matched, unreviewed)"
lack of confidence,ma nges pa'i spobs,,མ་ངེས་པའི་སྤོབས,mangepay pop,3,1,C05,C05:195,"TENTATIVE (machine-matched, unreviewed)"
lack of correct ideas,ma rtogs pa,MA RTOGS PA,མ་རྟོགས་པ,matokpa,5,1,C05,C05:88,"TENTATIVE (machine-matched, unreviewed)"
lack of understanding,rmongs pa,RMONGS PA,རྨོངས་པ,mongpa,5,1,C05,C05:337,"TENTATIVE (machine-matched, unreviewed)"
lack opportunity,mi khom pa,MI KHOM PA,མི་ཁོམ་པ,mikompa,7,1,C03,C03:380,"TENTATIVE (machine-matched, unreviewed)"
