course,wylie,acip,tibetan_generated,pronunciation_generated,english,occurrences_in_course,depth,tier
C01,the asian classics institute,,ཐེ་ཨསིན་ཅླསྶིཅས་ཨིནྶྟིཏུཏེ,tee clein,The Asian Classics Institute Course I: The Principal Teachings of Buddhism Level One of The Steps to Buddhahood (Lam Rim) Course Syllabus,1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,the second path: the wish to achieve enlightenment for every living being,,,tese pate wito aen fore libe,XI. Why You Need the Wish for Enlightenment,1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,the third path: correct view,,,tetir pachor vi,XIV. Why You Need Correct View,1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,thebs,THEBS,ཐེབས,tep,hit the mark,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thebs,THEBS,ཐེབས,tep,un,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"thebs med rdo rje sngon la btang ba ni,",,ཐེབས་མེད་རྡོ་རྗེ་སྔོན་ལ་བཏང་བ་ནི།,tebme doje ngun la tangwa ni,"""Sending the uncatchable diamond ahead of you"" has this meaning:",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"thebs med rdo rje sngon la btang ba ni, rang gis de ltar blos btang nas chos sgrub pa la, pha ma nye 'brel mdza' grogs la sogs pas ji tsam bshol btab kyang bshol thebs mi thub par gnyen bshes brtse gdung che ba snying dang 'dra ba rnams mya ngan dang bcas bzhin mig mchi ma tsa re lus kyang yid rdo rje ltar mi 'gyur bas gdung sems dang chags sems med par dben pa'i ri khrod du song nas chos rnam dag byed pa zhig dgos",,ཐེབས་མེད་རྡོ་རྗེ་སྔོན་ལ་བཏང་བ་ནི། རང་གིས་དེ་ལྟར་བློས་བཏང་ནས་ཆོས་སྒྲུབ་པ་ལ། ཕ་མ་ཉེ་འབྲེལ་མཛའ་གྲོགས་ལ་སོགས་པས་ཇི་ཙམ་བཤོལ་བཏབ་ཀྱང་བཤོལ་ཐེབས་མི་ཐུབ་པར་གཉེན་བཤེས་བརྩེ་གདུང་ཆེ་བ་སྙིང་དང་འདྲ་བ་རྣམས་མྱ་ངན་དང་བཅས་བཞིན་མིག་མཆི་མ་ཙ་རེ་ལུས་ཀྱང་ཡིད་རྡོ་རྗེ་ལྟར་མི་འགྱུར་བས་གདུང་སེམས་དང་ཆགས་སེམས་མེད་པར་དབེན་པའི་རི་ཁྲོད་དུ་སོང་ནས་ཆོས་རྣམ་དག་བྱེད་པ་ཞིག་དགོས,tebme doje ngun la tangwa nirang gi de tarlu tang ne chudruppa lapa manye drelndza drok la sokpe ji tsam shultab kyang shultep mituppar nyenshe tsedung chewa nying dang drawa nam nyangen dang cheshin mikchi matsa relu kyang yido jetar mingyurwe dungsem dang chaksem mepar wenpay ritru du song ne chunam dakjepa shiku,"""Sending the uncatchable diamond ahead of you"" has this meaning: You may be able to give up on life as described above, and start to try your practice. But then your parents and other family, your friends and all the rest will try to catch you and bring you back. Make yourself uncatchable; keep your mind as firm and unchanging as a diamond, even if you have to leave behind your most beloved family and friends, those close to you as the heart in your breast, standing with tears in their eyes from the pain. Leave, go to some lonely mountain hermitage, without any regrets, without any attachments. Stay there and devote yourself to the purest of practice.",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,thebs par,THEBS PAR,ཐེབས་པར,teppar,Come to help,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg chen gyi lam du,THEG CHEN GYI LAM DU,ཐེག་ཆེན་གྱི་ལམ་དུ,tekchen gyi lam du,a path of the greater way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg chen gyi lugs la de las kyang yun ring ba yod,,ཐེག་ཆེན་གྱི་ལུགས་ལ་དེ་ལས་ཀྱང་ཡུན་རིང་བ་ཡོད,tekchen gyi luk la de le kyang yunringwa yu,"according to the teachings of the greater way, the period is even longer.56",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,theg chen pa,THEG CHEN PA,ཐེག་ཆེན་པ,tekchenpa,the greater way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"theg chen sbyor lam yan gyis lam rnams kyang 'thob nus pa dang ,",,ཐེག་ཆེན་སྦྱོར་ལམ་ཡན་གྱིས་ལམ་རྣམས་ཀྱང་འཐོབ་ནུས་པ་དང།,"tekchen jorlam yen gyi lam nam kyang tobnupa dang ,","Now you can achieve all the various levels and paths of the greater way, from its second path (also called ""preparation"") on up.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,theg chen sgrub pa pos,,ཐེག་ཆེན་སྒྲུབ་པ་པོས,tekchen druppa pu,People who are trying to practice the greater way,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,"theg chen sgrub pa pos rang don yid byed kyi skyon dang , gzhan don gyi phan yon la dran shes thun re bsten nas sems bskyed la myong ba 'don pa'i dmigs rnam nas goms par ma byas na",,ཐེག་ཆེན་སྒྲུབ་པ་པོས་རང་དོན་ཡིད་བྱེད་ཀྱི་སྐྱོན་དང། གཞན་དོན་གྱི་ཕན་ཡོན་ལ་དྲན་ཤེས་ཐུན་རེ་བསྟེན་ནས་སེམས་བསྐྱེད་ལ་མྱོང་བ་འདོན་པའི་དམིགས་རྣམ་ནས་གོམས་པར་མ་བྱས་ན,"tekchen druppa purang dunyi je kyi kyun dang ,shen dun gyi penyun la drenshe tunre ten ne semkye la nyongwa dunpay miknam ne gompar maje na","People who are trying to practice the greater way should set aside some regular periods of time for considering how harmful it is to concentrate on your own welfare, and how much good can come from concentrating on the welfare of others.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"theg chen sgrub pa pos rang don yid byed kyi skyon dang , gzhan don gyi phan yon la dran shes thun re bsten nas sems bskyed la myong ba 'don pa'i dmigs rnam nas goms par ma byas na gzhan gang byas kyang lam du mi 'gyur te",,ཐེག་ཆེན་སྒྲུབ་པ་པོས་རང་དོན་ཡིད་བྱེད་ཀྱི་སྐྱོན་དང། གཞན་དོན་གྱི་ཕན་ཡོན་ལ་དྲན་ཤེས་ཐུན་རེ་བསྟེན་ནས་སེམས་བསྐྱེད་ལ་མྱོང་བ་འདོན་པའི་དམིགས་རྣམ་ནས་གོམས་པར་མ་བྱས་ན་གཞན་གང་བྱས་ཀྱང་ལམ་དུ་མི་འགྱུར་ཏེ,"tekchen druppa purang dunyi je kyi kyun dang ,shen dun gyi penyun la drenshe tunre ten ne semkye la nyongwa dunpay miknam ne gompar maje na shengang je kyang lam du mingyur te","People who are trying to practice the greater way should set aside some regular periods of time for considering how harmful it is to concentrate on your own welfare, and how much good can come from concentrating on the welfare of others. Eventually these thoughts can become habitual; nothing that you ever do without them will ever turn to a path that leads you anywhere.",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,theg dman,THEG DMAN,ཐེག་དམན,tekmen,to the lesser way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg dman,THEG DMAN,ཐེག་དམན,tekmen,a follower of the lesser way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg dman du mi lhung ba'i gnad yod par,,ཐེག་དམན་དུ་མི་ལྷུང་བའི་གནད་ཡོད་པར,tekmen du mihlungway neyupar,Our Lama mentioned that this point was stated in Lord Tsongkapa's exposition on the Steps of the path as being very helpful in preventing a person from slipping to the lesser way.134,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,theg dman yin na theg dman gyi sbyor lam yang mi 'thob,,ཐེག་དམན་ཡིན་ན་ཐེག་དམན་གྱི་སྦྱོར་ལམ་ཡང་མི་འཐོབ,tekmen yin na tekmen gyi jorlam yang mitob,"And if he is a follower of the lesser way he cannot even reach the second of its paths, the path of ""preparation.""143",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,theg mchog,THEG MCHOG,ཐེག་མཆོག,tekchok,of the highest way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa,THEG PA,ཐེག་པ,tekpa,traditions,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa,THEG PA,ཐེག་པ,tekpa,vehicle,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa,THEG PA,ཐེག་པ,tekpa,vehicles,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa,THEG PA,ཐེག་པ,tekpa,vehicles or ways,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa 'og ma,THEG PA 'OG MA,ཐེག་པ་འོག་མ,tekpa okma,the lesser way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa chen po,THEG PA CHEN PO,ཐེག་པ་ཆེན་པོ,tekpa chenpo,"the ""greater way""",1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa chen po,THEG PA CHEN PO,ཐེག་པ་ཆེན་པོ,tekpa chenpo,greater way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa chen po,THEG PA CHEN PO,ཐེག་པ་ཆེན་པོ,tekpa chenpo,the Greater Way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa chen po,THEG PA CHEN PO,ཐེག་པ་ཆེན་པོ,tekpa chenpo,a practice of the greater way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa chen po ba,THEG PA CHEN PO BA,ཐེག་པ་ཆེན་པོ་བ,tekpa chenpowa,followers of the greater way,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"theg pa chen po yang tshig rjes 'brangs pa'i go ba tsam du 'gyur ba yin no,",,ཐེག་པ་ཆེན་པོ་ཡང་ཚིག་རྗེས་འབྲངས་པའི་གོ་བ་ཙམ་དུ་འགྱུར་བ་ཡིན་ནོ།,tekpa chenpo yang tsikje drangpay gowa tsam du gyurwa yinno,"And so the ""greater way"" becomes for you nothing but some flimsy understanding of the descriptions you find of it in books.84",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa chen po'i lam,,ཐེག་པ་ཆེན་པོའི་ལམ,tekpa chenpoy lam,a path of the greater way,1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,theg pa chen po'i lam gyi srog shing lta bu byang chub kyi sems bstan,,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྲོག་ཤིང་ལྟ་བུ་བྱང་ཆུབ་ཀྱི་སེམས་བསྟན,tekpa chenpoy lam gyi sokshing tabu jangchub kyi semten,It is like a great center beam that holds up the entire structure of the greater way.,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"theg pa gsum gyis nges 'byung la, ,theg pa gcig gis 'bras bur gnas",,ཐེག་པ་གསུམ་གྱིས་ངེས་འབྱུང་ལ། ། ཐེག་པ་གཅིག་གིས་འབྲས་བུར་གནས,"tekpa sum gyi ngenjung la,thekpa chik gi drebur ne",The renunciation of all three vehicles Lies in the end in a single vehicle,1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,"theg pa gsum gyis nges 'byung la, ,theg pa gcig gis 'bras bur gnas, ,",,ཐེག་པ་གསུམ་གྱིས་ངེས་འབྱུང་ལ། ། ཐེག་པ་གཅིག་གིས་འབྲས་བུར་གནས། །,"tekpa sum gyi ngenjung la,thekpa chik gi drebur ne,",The renunciation of all three vehicles Lies in the end in a single vehicle.77,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,thig le,,ཐིག་ལེ,tikle,Drops,1,7,"TENTATIVE (machine-matched, unreviewed)"
C01,tho,,ཐོ,to,notes,1,7,"TENTATIVE (machine-matched, unreviewed)"
C01,tho yor,THO YOR,ཐོ་ཡོར,toyor,a scarecrow,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,tho yor,THO YOR,ཐོ་ཡོར,toyor,mannequin,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,"tho yor dngos su nges pa'i mi zhig gis de tho yor yin par smras pa na,",,ཐོ་ཡོར་དངོས་སུ་ངེས་པའི་མི་ཞིག་གིས་དེ་ཐོ་ཡོར་ཡིན་པར་སྨྲས་པ་ན།,toyor ngu-su ngepay mishik gi de toyor yinpar smrepa na,"Then someone comes up who's seen for himself that the thing is a scarecrow and tells us ""It's just a scarecrow.""",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,thob,THOB,ཐོབ,top,achieve,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob,THOB,ཐོབ,top,gained,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob,THOB,ཐོབ,top,Attaining,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob,THOB,ཐོབ,top,attaining,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob,THOB,ཐོབ,top,achieving,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob,THOB,ཐོབ,top,of gaining,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob 'dod,THOB 'DOD,ཐོབ་འདོད,topdu,reaching,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob 'dod,THOB 'DOD,ཐོབ་འདོད,topdu,wish to reach,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob 'dod can,THOB 'DOD CAN,ཐོབ་འདོད་ཅན,topdu chen,seeking,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob dka',THOB DKA',ཐོབ་དཀའ,topka,hard-won,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob na,THOB NA,ཐོབ་ན,top na,reach,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob na,THOB NA,ཐོབ་ན,top na,achieve,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob na'ang,THOB NA'ANG,ཐོབ་ནའང,topna,attain,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,achieve,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,reach,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,experienced,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,To win,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,To get them,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,gained,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,reached,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,gaining,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,to,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,you've found,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,that can bring one leisure and fortune,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,attaining,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob pa,THOB PA,ཐོབ་པ,toppa,to achieve,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob par,THOB PAR,ཐོབ་པར,toppar,they achieve,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob par byed pa,THOB PAR BYED PA,ཐོབ་པར་བྱེད་པ,toppar jepa,achieve this state,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thob par shog cig,THOB PAR SHOG CIG,ཐོབ་པར་ཤོག་ཅིག,toppar shokchik,achieving,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog ma med pa nas,THOG MA MED PA NAS,ཐོག་མ་མེད་པ་ནས,tok mamepa ne,for beginningless time,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog ma med pa'i dus nas,THOG MA MED PA'I DUS NAS,ཐོག་མ་མེད་པའི་དུས་ནས,tok mamepay du ne,for time with no beginning,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog ma'i mtha' med,THOG MA'I MTHA' MED,ཐོག་མའི་མཐའ་མེད,tokmay tame,beginningless,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,at the very start,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,then,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,from the very first,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,at the very outset,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,We'll start,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,first thing,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,The very first line,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,the outset,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,at the very beginning,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,at the very first,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,The start-off,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar,THOG MAR,ཐོག་མར,tokmar,First,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar 'khor ba las yid 'byung nas thar pa thob 'dod kyi blo skye ba yang nges 'byung gis bskul te skye bas na,,ཐོག་མར་འཁོར་བ་ལས་ཡིད་འབྱུང་ནས་ཐར་པ་ཐོབ་འདོད་ཀྱི་བློ་སྐྱེ་བ་ཡང་ངེས་འབྱུང་གིས་བསྐུལ་ཏེ་སྐྱེ་བས་ན,tokmar korwa le yinjung ne tarpa topdu kyi lokyewa yang ngenjung gi kul te kyewe na,"And renunciation is what, at the very beginning, urges one to develop a disgust for the cycle of life and set his mind on reaching freedom.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"thog mar 'khor ba'i rtsa ba gcod byed zab mo'i lta ba phu thag chod pa zhig ae rnyed blta dgos,",,ཐོག་མར་འཁོར་བའི་རྩ་བ་གཅོད་བྱེད་ཟབ་མོའི་ལྟ་བ་ཕུ་ཐག་ཆོད་པ་ཞིག་ཨེ་རྙེད་བལྟ་དགོས།,tokmar korway tsawa chuje sabmoy tawa putak chupa shika nyeta gu,"Thus at the very start we have to gain an outlook that says, ""I am going to go and find the final form of that profound view that cuts the root of cyclic life.""",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"thog mar btang snyoms dang , de nas mar shes sogs nas rim gyis bsgom,",,ཐོག་མར་བཏང་སྙོམས་དང། དེ་ནས་མར་ཤེས་སོགས་ནས་རིམ་གྱིས་བསྒོམ།,"tokmar tangnyom dang , de ne marshe sok ne rimgyi gom","The start-off is to practice feelings of neutrality towards all beings; after that, one begins meditation on each of the steps from ""mother recognition"" on up.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"thog mar dgra gnyen gang yang ma yin pa'i bar ma'i sems can zhig la chags sdang gi sems snyoms,",,ཐོག་མར་དགྲ་གཉེན་གང་ཡང་མ་ཡིན་པའི་བར་མའི་སེམས་ཅན་ཞིག་ལ་ཆགས་སྡང་གི་སེམས་སྙོམས།,tokmar dranyen gang yang mayinpaywar may semchen shik la chakdang gi semnyom,"First you put your thoughts in an even state, free of feelings of like and dislike, by thinking about someone who is for you a neutral figure: neither your enemy nor your friend.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar nges 'byung btsal,,ཐོག་མར་ངེས་འབྱུང་བཙལ,tokmar ngenjung tsel,seek renunciation first,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,thog mar nges 'byung dang byang sems la myong ba thon pa re nges par bya dgos,,ཐོག་མར་ངེས་འབྱུང་དང་བྱང་སེམས་ལ་མྱོང་བ་ཐོན་པ་རེ་ངེས་པར་བྱ་དགོས,tokmar ngenjung dang jangsem la nyongwa tunpa rengepar jagu,It's a definite necessity then first to gain fluency in the attitudes of renunciation and the desire to achieve Buddhahood for every living being;,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"thog mar sa bcad kyi dbang du byas na,",,ཐོག་མར་ས་བཅད་ཀྱི་དབང་དུ་བྱས་ན།,tokmar sache kyi wang du jena,We'll start by discussing the general outline of the work.,1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,"thog mar sa bcad kyi dbang du byas na, lam gyi gtso bo rnam gsum gyi 'khrid la gsum, bstan bcos brtsom pa la 'jug pa'i yan lag dang , bstan bcos spyi'i lus dngos, bshad pa mthar phyin pa'i bya ba'o, , dang po la gsum, mchod par brjod pa, rtsom par dam bca' ba, nyan par bskul ba'o,",,ཐོག་མར་ས་བཅད་ཀྱི་དབང་དུ་བྱས་ན། ལམ་གྱི་གཙོ་བོ་རྣམ་གསུམ་གྱི་འཁྲིད་ལ་གསུམ། བསྟན་བཅོས་བརྩོམ་པ་ལ་འཇུག་པའི་ཡན་ལག་དང། བསྟན་བཅོས་སྤྱིའི་ལུས་དངོས། བཤད་པ་མཐར་ཕྱིན་པའི་བྱ་བའོ། ། དང་པོ་ལ་གསུམ། མཆོད་པར་བརྗོད་པ། རྩོམ་པར་དམ་བཅའ་བ། ཉན་པར་བསྐུལ་བའོ།,"tokmar sache kyi wang du jena lam gyi tsowo namsum gyi tri la sumten chutsompa la jukpay yenlak dang ,ten chuchiy lungu shepa tarchinpay jaba , dang po la sumchupar jupa tsompar damcha banyenpar kulba","We'll start by discussing the general outline of the work. This instruction on the three principal paths comes in three basic divisions: the preliminaries that lead into the composition of the text, the main body of the text, and the conclusion of the explanation. The first of these divisions has three sections of its own: an offering of praise, a pledge to compose the work, and then a strong encouragement for the reader to study it well.",1,1,"TENTATIVE (machine-matched, unreviewed)"
C01,thogs med,THOGS MED,ཐོགས་མེད,tokme,unimpeded,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thogs med du,THOGS MED DU,ཐོགས་མེད་དུ,tokme du,unimpeded,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thon,THON,ཐོན,tun,gained,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thon pa,THON PA,ཐོན་པ,tunpa,fluency,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thon pa,THON PA,ཐོན་པ,tunpa,make us,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thon pa,THON PA,ཐོན་པ,tunpa,gained,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thon rgyu,THON RGYU,ཐོན་རྒྱུ,tungyu,we expect by then,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thongs,THONGS,ཐོངས,tong,given up,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thongs,THONGS,ཐོངས,tong,to stand free of,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thongs,THONGS,ཐོངས,tong,Giving up,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thongs pa,THONGS PA,ཐོངས་པ,tongpa,give up on,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thor bu,THOR BU,ཐོར་བུ,torbu,various sources,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos,THOS,ཐོས,tu,learn,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos,THOS,ཐོས,tu,study,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos,THOS,ཐོས,tu,by listening,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos,THOS,ཐོས,tu,heard,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos,THOS,ཐོས,tu,get teaching on them,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos,THOS,ཐོས,tu,to study,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos byung,THOS BYUNG,ཐོས་བྱུང,tujung,by listening to teachings,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos byung,THOS BYUNG,ཐོས་བྱུང,tujung,from sitting and listening to someone describe them,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos dgos,THOS DGOS,ཐོས་དགོས,tugu,learn about it from another,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos pa,THOS PA,ཐོས་པ,tupa,study,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos pa,THOS PA,ཐོས་པ,tupa,heard about,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thos pa de yang,,ཐོས་པ་དེ་ཡང,tupa de yang,"The study that we do, moreover",1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,thos pa de yang lam ma nor ba zhig la byed dgos pa yin pas,,ཐོས་པ་དེ་ཡང་ལམ་མ་ནོར་བ་ཞིག་ལ་བྱེད་དགོས་པ་ཡིན་པས,tupa de yang lam manorwa shik la jegupa yinpe,"The study that we do, moreover, must center on a path that never errs.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,thu'u bkvan,THU'U BKVAN,,tubkven,Tuken,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thu'u bkvan dharma badzr,,,tubkven harbe,Tuken Dharma Vajra,1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,thub,THUB,ཐུབ,tub,can,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thub bstan,THUB BSTAN,ཐུབ་བསྟན,tupten,the Buddhas' teachings,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thub bstan yongs rdzogs kyi bdag po,,ཐུབ་བསྟན་ཡོངས་རྫོགས་ཀྱི་བདག་པོ,tupten yongdzok kyi dakpo,"""master of all the Buddhas' teachings""",1,3,"TENTATIVE (machine-matched, unreviewed)"
C01,"thub bstan yongs rdzogs kyi bdag po zhes pa yang gsar rnying ban bon gyi grub mtha' yongs rdzogs bsres nas nyams su len pa zhig la mi bya,",,ཐུབ་བསྟན་ཡོངས་རྫོགས་ཀྱི་བདག་པོ་ཞེས་པ་ཡང་གསར་རྙིང་བན་བོན་གྱི་གྲུབ་མཐའ་ཡོངས་རྫོགས་བསྲེས་ནས་ཉམས་སུ་ལེན་པ་ཞིག་ལ་མི་བྱ།,tupten yongdzok kyi dakpo shepa yang sarnying benbun gyi drupta yongdzok se ne nyam-su lenpa shik la mija,"Therefore too the expression ""master of all the Buddhas' teachings"" is not at all meant to refer to somebody who has put together some neither-here-and- neither-there concoction of all the earlier and later systems, and who is trying to practice that.",1,2,"TENTATIVE (machine-matched, unreviewed)"
C01,thub dbang,THUB DBANG,ཐུབ་དབང,tubwang,the Able Lords,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thub pa,THUB PA,ཐུབ་པ,tuppa,of the Able,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thub pa,THUB PA,ཐུབ་པ,tuppa,"of the Able Ones, the Buddhas",1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thub pa,THUB PA,ཐུབ་པ,tuppa,capable of,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thub pa,THUB PA,ཐུབ་པ,tuppa,the Able,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thub pa'i dgongs pa,,ཐུབ་པའི་དགོངས་པ,tuppay gongpa,the thought of the Able,1,4,"TENTATIVE (machine-matched, unreviewed)"
C01,thug,THUG,ཐུག,tuk,we come down to,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thug,THUG,ཐུག,tuk,trace back,1,5,"TENTATIVE (machine-matched, unreviewed)"
C01,thug,THUG,ཐུག,tuk,tied to,1,5,"TENTATIVE (machine-matched, unreviewed)"
