wylie,acip,tibetan_generated,pronunciation_generated,in_acip_index,english,kind,depth,occurrences,courses,n_courses,refs,first_ref,tier,rule,generated_columns,source_corpus,source_pages,generator,layer_date
don du,DON DU,དོན་དུ,dun du,yes,in order to,translation,5,1,C03,1,C03:496,C03:496,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
don du,DON DU,དོན་དུ,dun du,yes,sake,translation,5,1,C03,1,C03:602,C03:602,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dpal,DPAL,དཔལ,pel,yes,glorious,translation,5,5,C01 C03 C05,3,C01:105 C01:109 C01:38 C03:609 C05:280,C01:105,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dpal,DPAL,དཔལ,pel,yes,the glorious,translation,5,1,C01,1,C01:447,C01:447,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dpal,DPAL,དཔལ,pel,yes,Resplendent,translation,5,1,C01,1,C01:472,C01:472,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dpal,DPAL,དཔལ,pel,yes,The shining,translation,5,1,C01,1,C01:476,C01:476,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dpal,DPAL,དཔལ,pel,yes,glory,translation,5,1,C03,1,C03:574,C03:574,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dpal,DPAL,དཔལ,pel,yes,glorious Fortune,translation,5,1,C03,1,C03:605,C03:605,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
drin,DRIN,དྲིན,drin,yes,kindness,translation,5,5,C03,1,C03:317 C03:320 C03:322 C03:602 C03:605,C03:317,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
drin,DRIN,དྲིན,drin,yes,her kindness,translation,5,1,C01,1,C01:294,C01:294,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
drin,DRIN,དྲིན,drin,yes,the kindness,translation,5,1,C01,1,C01:296,C01:296,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
drin,DRIN,དྲིན,drin,yes,this kindness,translation,5,1,C01,1,C01:297,C01:297,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
drin,DRIN,དྲིན,drin,yes,what kindness,translation,5,1,C01,1,C01:298,C01:298,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
drin,DRIN,དྲིན,drin,yes,her loving care,translation,5,1,C01,1,C01:299,C01:299,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dud 'gro,DUD 'GRO,དུད་འགྲོ,dundro,yes,animals,translation,5,4,C01 C03 C05,3,C01:218 C03:315 C03:457 C05:248,C01:218,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dud 'gro,DUD 'GRO,དུད་འགྲོ,dundro,yes,animal,translation,5,3,C03 C05,2,C03:409 C05:250 C05:300,C03:409,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dud 'gro,DUD 'GRO,དུད་འགྲོ,dundro,yes,as an animal,translation,5,1,C01,1,C01:215,C01:215,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dud 'gro,DUD 'GRO,དུད་འགྲོ,dundro,yes,any common animal,translation,5,1,C01,1,C01:298,C01:298,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dud 'gro,DUD 'GRO,དུད་འགྲོ,dundro,yes,born as animals,translation,5,1,C03,1,C03:394,C03:394,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dud 'gro,DUD 'GRO,དུད་འགྲོ,dundro,yes,an animal,translation,5,1,C03,1,C03:396,C03:396,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang du,GANG DU,གང་དུ,gang du,yes,where,translation,5,5,C04 C05,2,C04:140 C04:150 C05:38 C05:39 C05:67,C04:140,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang du,GANG DU,གང་དུ,gang du,yes,to what,translation,5,1,C01,1,C01:148,C01:148,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang du,GANG DU,གང་དུ,gang du,yes,which,translation,5,1,C03,1,C03:415,C03:415,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang du,GANG DU,གང་དུ,gang du,yes,wherever,translation,5,1,C03,1,C03:417,C03:417,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang du,GANG DU,གང་དུ,gang du,yes,The place where,translation,5,1,C03,1,C03:121,C03:121,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang du,GANG DU,གང་དུ,gang du,yes,in which,translation,5,1,C05,1,C05:67,C05:67,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang gis,GANG GIS,གང་གིས,gang gi,yes,A person who,translation,5,1,C01,1,C01:93,C01:93,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang gis,GANG GIS,གང་གིས,gang gi,yes,who,translation,5,1,C01,1,C01:108,C01:108,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang gis,GANG GIS,གང་གིས,gang gi,yes,What is it that,translation,5,1,C01,1,C01:148,C01:148,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang gis,GANG GIS,གང་གིས,gang gi,yes,Who,translation,5,1,C03,1,C03:481,C03:481,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang gis,GANG GIS,གང་གིས,gang gi,yes,Nothing,translation,5,1,C03,1,C03:230,C03:230,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gang gis,GANG GIS,གང་གིས,gang gi,yes,what,translation,5,1,C05,1,C05:38,C05:38,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gdams ngag,GDAMS NGAG,གདམས་ངག,damngak,yes,instruction,translation,5,2,C01,1,C01:120 C01:161,C01:120,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gdams ngag,GDAMS NGAG,གདམས་ངག,damngak,yes,advices,translation,5,1,C01,1,C01:58,C01:58,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gdams ngag,GDAMS NGAG,གདམས་ངག,damngak,yes,practices,translation,5,1,C01,1,C01:61,C01:61,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gdams ngag,GDAMS NGAG,གདམས་ངག,damngak,yes,teaching,translation,5,1,C01,1,C01:105,C01:105,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gdams ngag,GDAMS NGAG,གདམས་ངག,damngak,yes,Instruction,translation,5,1,C02,1,C02:25,C02:25,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gdams ngag,GDAMS NGAG,གདམས་ངག,damngak,yes,instructions,translation,5,1,C03,1,C03:202,C03:202,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnang,GNANG,གནང,nang,yes,referred to as,translation,5,1,C01,1,C01:113,C01:113,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnang,GNANG,གནང,nang,yes,perform,translation,5,1,C03,1,C03:585,C03:585,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnang,GNANG,གནང,nang,yes,given,translation,5,1,C03,1,C03:612,C03:612,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnang,GNANG,གནང,nang,yes,delivered,translation,5,1,C03,1,C03:296,C03:296,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnang,GNANG,གནང,nang,yes,bespoke,translation,5,1,C03,1,C03:302,C03:302,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnang,GNANG,གནང,nang,yes,deigned,translation,5,1,C03,1,C03:302,C03:302,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnod,GNOD,གནོད,nu,yes,hurt,translation,5,4,C01 C04,2,C01:119 C04:142 C04:152 C04:159,C01:119,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnod,GNOD,གནོད,nu,yes,harm,translation,5,4,C05,1,C05:185 C05:186 C05:187 C05:189,C05:185,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnod,GNOD,གནོད,nu,yes,disproven,translation,5,2,C04,1,C04:120 C04:128,C04:120,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnod,GNOD,གནོད,nu,yes,might hurt,translation,5,1,C01,1,C01:290,C01:290,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnod,GNOD,གནོད,nu,yes,harmful,translation,5,1,C05,1,C05:188,C05:188,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnod,GNOD,གནོད,nu,yes,disprove,translation,5,1,C05,1,C05:286,C05:286,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
