# id	kind	status	proposer	created	wylie	value	field	evidence	approver	ruled	comment
pronunciation-2026-08-09-159	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	yon tan rab 'bar	yunten rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says yunten rabbar; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-160	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'gyur	ramgyur		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabgyur; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-161	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'grangs min	ramdrang min		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdrang min; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-162	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'gro	ramdro		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdro; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-163	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'gro pus	ramdro pu		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdro pu; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-164	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'jig	ramjik		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjik; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-165	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'jigs	ramjik		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjik; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-166	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'jigs rdo rje	ramjik doje		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjik doje; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-167	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'jug pa	ramjukpa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjukpa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-168	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'joms pa	ramjompa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjompa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-169	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dar zhing	ramdar shing		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdar shing; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-170	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dra ldan	ramdra den		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdra den; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-171	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dar lus can	ramdar luchen		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdar luchen; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-172	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'das	ramde		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabde; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-173	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'das te	ramde te		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabde te; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-174	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dud	ramdu		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdu; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-175	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dud dul ba	ramdu dulwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdu dulwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-176	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dus	ramdu		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdu; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-177	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dong bas	ramdongwe		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdongwe; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-178	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dod	ramdu		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdu; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-179	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dod ldan pa	ramdu denpa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdu denpa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-180	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dren	ramdren		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdren; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-181	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bad	rambe		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbe; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-182	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bad pa	rambepa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbepa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-183	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bad tsam gyis bzod	rambe tsam gyi su		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbe tsam gyi su; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-184	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bab	rambab		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbab; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-185	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bar me yi dpang can	rambar me yi pangchen		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbar me yi pangchen; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-186	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bar mya ngan me	rambar nyangen me		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbar nyangen me; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-187	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bal zhing	rambel shing		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbel shing; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-188	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'bebs	rambep		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabbep; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-189	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byung ba	ramjungwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjungwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-190	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byed cing	ramje ching		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabje ching; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-191	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byor bskyangs	ramjor kyang		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjor kyang; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-192	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byor dbyangs	ramjor yang		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjor yang; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-193	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byor zhi ba	ramjor shiwa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjor shiwa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-194	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'byor zla ba	ramjor dawa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabjor dawa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-195	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rab 'dzin pa	ramdzinpa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rabdzinpa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-196	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	ri mo zhabs 'bring	rimo shamdring		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rimo shabdring; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-197	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rin chen rab 'bar	rinchen rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rinchen rabbar; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-198	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rin chen rab 'bar 'dab ma bkra	rinchen rambar dab matra		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rinchen rabbar dab matra; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-199	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	rin chen rab 'bar rna rgyan	rinchen rambar nagyen		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says rinchen rabbar nagyen; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-200	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	shin tu rab 'bad	shintu rambe		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says shintu rabbe; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-201	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	seng ge'i gdan can khyab 'jug sbas pa	senggey denchen kyamjuk bepa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says senggey denchen kyabjuk bepa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-202	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	sems dpa' rab 'bar	sempa rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says sempa rabbar; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-203	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	gser gyi 'od zer rab 'bar pa	ser gyi user rambarpa		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says ser gyi user rabbarpa; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-204	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	bsod nams rab 'bar	sunam rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says sunam rabbar; review sheet docs/PRENASAL_REGISTER.md			
pronunciation-2026-08-09-205	pronunciation	pending	prenasal derivation engine (machine)	2026-08-09	lhag par rab 'bar	hlakpar rambar		machine-derived: b(s)-coda prenasal collapses to m keeping its labial place (HGM: SKABS 'DIR = kamdir), located by prefix-pronunciation alignment against the corpus; engine baseline says hlakpar rabbar; review sheet docs/PRENASAL_REGISTER.md			
honorific-2026-08-09-206	honorific	pending	Hackett verb-lexicon mining (machine)	2026-08-09	ljags klog		klog	marked (hon.) in Hackett, A Tibetan Verb Lexicon, p.45; gloss: to read (hon.); mined from Adam's scan 2026-08-09			
honorific-2026-08-09-207	honorific	pending	Hackett verb-lexicon mining (machine)	2026-08-09	dgyes		dga'	marked (hon.) in Hackett, A Tibetan Verb Lexicon, p.60; gloss: to please; to be pleased (hon.); mined from Adam's scan 2026-08-09			
honorific-2026-08-09-208	honorific	pending	Hackett verb-lexicon mining (machine)	2026-08-09	thugs mnyes		mnyes	marked (hon.) in Hackett, A Tibetan Verb Lexicon, p.90; gloss: to be pleased (hon.); mined from Adam's scan 2026-08-09			
honorific-2026-08-09-209	honorific	pending	Hackett verb-lexicon mining (machine)	2026-08-09	bka' stsal		smra / stsol	marked (hon.) in Hackett, A Tibetan Verb Lexicon, p.147; gloss: to say; to speak (hon.); mined from Adam's scan 2026-08-09			
honorific-2026-08-09-210	honorific	pending	Hackett verb-lexicon mining (machine)	2026-08-09	zhu 'tshal			marked (hon.) in Hackett, A Tibetan Verb Lexicon, p.149; gloss: please [do X] (hon.); mined from Adam's scan 2026-08-09			
honorific-2026-08-09-211	honorific	pending	Hackett verb-lexicon mining (machine)	2026-08-09	zhal gyis bzhes		'dod / bzhed	marked (hon.) in Hackett, A Tibetan Verb Lexicon, p.157; gloss: to assert; to accept (hon.); mined from Adam's scan 2026-08-09			
honorific-2026-08-09-212	honorific	pending	Manual of Authentic Tibetan mining (machine)	2026-08-09	khong		kho rang / mo rang	marked (H) in Choephel, Manual of Authentic Tibetan (Thosamling 2018), p.39; textbook endorsed by Prof. U. Roesler (Oxford)			
honorific-2026-08-09-213	honorific	pending	Manual of Authentic Tibetan mining (machine)	2026-08-09	mtshan		ming	marked (H) in Choephel, Manual of Authentic Tibetan (Thosamling 2018), p.46 (khyed rang gi mtshan ga re red)			
honorific-2026-08-09-214	honorific	pending	Manual of Authentic Tibetan mining (machine)	2026-08-09	mjal		thug	TWO sources: (H)-marked in Choephel, Manual of Authentic Tibetan (2018) p.46 (khyed rang mjal bas dga' po byung) AND Hackett, A Tibetan Verb Lexicon p.156 (to meet in person)			
